run_id,completed,predicates,total_clusters,avg_cluster_size,biggest_cluster_size,biggest_cluster,total_donors,donor_type,total_run_time,settings_file,donor_cluster_ratio
33,16:13.9,"(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (nearIntegersPredicate, zip)) (PartialIndexLevenshteinCanopyPredicate: (2, name, Surname), TfidfNGramCanopyPredicate: (0.8, street)) (PartialIndexTfidfNGramCanopyPredicate: (0.4, name, Surname), TfidfNGramCanopyPredicate: (0.8, name)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (hundredIntegersOddPredicate, name)) (TfidfNGramCanopyPredicate: (0.8, name), TfidfTextCanopyPredicate: (0.8, street)) (LevenshteinCanopyPredicate: (3, zip), SimplePredicate: (commonThreeTokens, name)) (PartialIndexTfidfTextCanopyPredicate: (0.4, city, StreetName), TfidfNGramCanopyPredicate: (0.6, name)) (PartialIndexTfidfNGramCanopyPredicate: (0.6, name, Surname), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonTwoTokens, city), TfidfNGramCanopyPredicate: (0.8, name))",44658,2.392583636,28,lloyd douglas:232859,404056,IND,3217.022171,dedupe_extension/settings/settings_IND_ext_1,9.047785391
32,22:36.9,"(SimplePredicate: (doubleMetaphone, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, name)) (SimplePredicate: (commonThreeTokens, name), TfidfTextCanopyPredicate: (0.4, street)) (PartialIndexTfidfNGramCanopyPredicate: (0.8, name, Surname), SimplePredicate: (commonThreeTokens, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, street))",40152,2.312039251,17,melinda m rottas:263306,404056,IND,2036.58235,dedupe_extension/settings/settings_IND_ext_0,10.06315999
31,45:39.3,"(SimplePredicate: (fingerprint, name), TfidfTextCanopyPredicate: (0.6, city)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (metaphoneToken, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (tokenFieldPredicate, street)) (PartialIndexTfidfNGramCanopyPredicate: (0.8, name, Surname), TfidfNGramCanopyPredicate: (0.8, name))",32744,2.334015392,32,joni yoswein:149785,319080,IND,758.4580204,dedupe_extension/settings/settings_IND_ext_5,9.744686049
30,33:00.8,"(LevenshteinCanopyPredicate: (1, name), LevenshteinCanopyPredicate: (2, street)) (SimplePredicate: (nearIntegersPredicate, zip), TfidfNGramCanopyPredicate: (0.6, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (sameSevenCharStartPredicate, name)) (SimplePredicate: (hundredIntegersOddPredicate, zip), SimplePredicate: (nearIntegersPredicate, name)) (LevenshteinCanopyPredicate: (1, name), PartialPredicate: (suffixArray, city, StreetName)) (PartialPredicate: (sameFiveCharStartPredicate, name, CorporationName), TfidfTextCanopyPredicate: (0.6, name)) (PartialIndexLevenshteinCanopyPredicate: (1, name, CorporationName), TfidfNGramCanopyPredicate: (0.8, name))",30037,2.283084196,27,joni yoswein:149785,319080,IND,2171.443895,dedupe_extension/settings/settings_IND_ext_4,10.62289843
29,56:49.3,"(SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, zip)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, name)) (PartialIndexTfidfTextCanopyPredicate: (0.6, name, CorporationName), PartialPredicate: (sameSevenCharStartPredicate, name, CorporationName)) (PartialPredicate: (commonSixGram, name, Surname), TfidfNGramCanopyPredicate: (0.8, street))",11357,2.282733116,17,michael falcone:211026,319080,IND,1181.072396,dedupe_extension/settings/settings_IND_ext_3,28.09544774
28,37:08.3,"(SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.2, street)) (PartialPredicate: (commonSixGram, city, StreetName), SimplePredicate: (oneGramFingerprint, name)) (PartialIndexTfidfNGramCanopyPredicate: (0.4, name, Surname), SimplePredicate: (commonThreeTokens, street)) (TfidfNGramCanopyPredicate: (0.8, street), TfidfTextCanopyPredicate: (0.4, name)) (PartialIndexLevenshteinCanopyPredicate: (1, name, Surname), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (commonTwoTokens, city), TfidfNGramCanopyPredicate: (0.8, name)) (PartialIndexTfidfNGramCanopyPredicate: (0.6, name, Surname), SimplePredicate: (sameSevenCharStartPredicate, street))",39431,2.399431919,34,joni yoswein:149785,319080,IND,5093.493466,dedupe_extension/settings/settings_IND_ext_2,8.092110269
27,12:14.7,"(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (nearIntegersPredicate, zip)) (PartialIndexLevenshteinCanopyPredicate: (2, name, Surname), TfidfNGramCanopyPredicate: (0.8, street)) (PartialIndexTfidfNGramCanopyPredicate: (0.4, name, Surname), TfidfNGramCanopyPredicate: (0.8, name)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (hundredIntegersOddPredicate, name)) (TfidfNGramCanopyPredicate: (0.8, name), TfidfTextCanopyPredicate: (0.8, street)) (LevenshteinCanopyPredicate: (3, zip), SimplePredicate: (commonThreeTokens, name)) (PartialIndexTfidfTextCanopyPredicate: (0.4, city, StreetName), TfidfNGramCanopyPredicate: (0.6, name)) (PartialIndexTfidfNGramCanopyPredicate: (0.6, name, Surname), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonTwoTokens, city), TfidfNGramCanopyPredicate: (0.8, name))",32112,2.332367962,30,joni yoswein:149785,319080,IND,2202.727613,dedupe_extension/settings/settings_IND_ext_1,9.936472347
26,35:32.0,"(SimplePredicate: (doubleMetaphone, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, name)) (SimplePredicate: (commonThreeTokens, name), TfidfTextCanopyPredicate: (0.4, street)) (PartialIndexTfidfNGramCanopyPredicate: (0.8, name, Surname), SimplePredicate: (commonThreeTokens, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, street))",29274,2.270239803,15,e stewart jones:88028,319080,IND,1356.21459,dedupe_extension/settings/settings_IND_ext_0,10.89977454
25,10:20.9,"(SimplePredicate: (fingerprint, name), TfidfTextCanopyPredicate: (0.6, city)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (metaphoneToken, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (tokenFieldPredicate, street)) (PartialIndexTfidfNGramCanopyPredicate: (0.8, name, Surname), TfidfNGramCanopyPredicate: (0.8, name))",20401,2.266947699,17,andrew roffe:7590,227833,IND,506.192754,dedupe_extension/settings/settings_IND_ext_5,11.16773688
24,01:54.7,"(LevenshteinCanopyPredicate: (1, name), LevenshteinCanopyPredicate: (2, street)) (SimplePredicate: (nearIntegersPredicate, zip), TfidfNGramCanopyPredicate: (0.6, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (sameSevenCharStartPredicate, name)) (SimplePredicate: (hundredIntegersOddPredicate, zip), SimplePredicate: (nearIntegersPredicate, name)) (LevenshteinCanopyPredicate: (1, name), PartialPredicate: (suffixArray, city, StreetName)) (PartialPredicate: (sameFiveCharStartPredicate, name, CorporationName), TfidfTextCanopyPredicate: (0.6, name)) (PartialIndexLevenshteinCanopyPredicate: (1, name, CorporationName), TfidfNGramCanopyPredicate: (0.8, name))",18703,2.223921296,17,terry andreas:209441,227833,IND,1391.832312,dedupe_extension/settings/settings_IND_ext_4,12.18162862
23,38:42.9,"(SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, zip)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, name)) (PartialIndexTfidfTextCanopyPredicate: (0.6, name, CorporationName), PartialPredicate: (sameSevenCharStartPredicate, name, CorporationName)) (PartialPredicate: (commonSixGram, name, Surname), TfidfNGramCanopyPredicate: (0.8, street))",7669,2.221932455,14,unitemized cash:217318,227833,IND,726.4691696,dedupe_extension/settings/settings_IND_ext_3,29.70830617
22,26:36.4,"(SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.2, street)) (PartialPredicate: (commonSixGram, city, StreetName), SimplePredicate: (oneGramFingerprint, name)) (PartialIndexTfidfNGramCanopyPredicate: (0.4, name, Surname), SimplePredicate: (commonThreeTokens, street)) (TfidfNGramCanopyPredicate: (0.8, street), TfidfTextCanopyPredicate: (0.4, name)) (PartialIndexLevenshteinCanopyPredicate: (1, name, Surname), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (commonTwoTokens, city), TfidfNGramCanopyPredicate: (0.8, name)) (PartialIndexTfidfNGramCanopyPredicate: (0.6, name, Surname), SimplePredicate: (sameSevenCharStartPredicate, street))",25181,2.318017553,17,elizabeth schollenberger:59520,227833,IND,2971.782612,dedupe_extension/settings/settings_IND_ext_2,9.047813828
21,37:04.6,"(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (nearIntegersPredicate, zip)) (PartialIndexLevenshteinCanopyPredicate: (2, name, Surname), TfidfNGramCanopyPredicate: (0.8, street)) (PartialIndexTfidfNGramCanopyPredicate: (0.4, name, Surname), TfidfNGramCanopyPredicate: (0.8, name)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (hundredIntegersOddPredicate, name)) (TfidfNGramCanopyPredicate: (0.8, name), TfidfTextCanopyPredicate: (0.8, street)) (LevenshteinCanopyPredicate: (3, zip), SimplePredicate: (commonThreeTokens, name)) (PartialIndexTfidfTextCanopyPredicate: (0.4, city, StreetName), TfidfNGramCanopyPredicate: (0.6, name)) (PartialIndexTfidfNGramCanopyPredicate: (0.6, name, Surname), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonTwoTokens, city), TfidfNGramCanopyPredicate: (0.8, name))",19968,2.264222756,15,andrew roffe:7590,227833,IND,1326.970865,dedupe_extension/settings/settings_IND_ext_1,11.40990585
20,14:57.6,"(SimplePredicate: (doubleMetaphone, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, name)) (SimplePredicate: (commonThreeTokens, name), TfidfTextCanopyPredicate: (0.4, street)) (PartialIndexTfidfNGramCanopyPredicate: (0.8, name, Surname), SimplePredicate: (commonThreeTokens, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, street))",18386,2.218263896,11,brian meara:21888,227833,IND,856.4735408,dedupe_extension/settings/settings_IND_ext_0,12.3916567
19,59:19.9,"(SimplePredicate: (fingerprint, name), TfidfTextCanopyPredicate: (0.6, city)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (metaphoneToken, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (tokenFieldPredicate, street)) (PartialIndexTfidfNGramCanopyPredicate: (0.8, name, Surname), TfidfNGramCanopyPredicate: (0.8, name))",8183,2.178052059,14,brian meara:11769,124476,IND,230.7080991,dedupe_extension/settings/settings_IND_ext_5,15.21153611
18,55:29.2,"(LevenshteinCanopyPredicate: (1, name), LevenshteinCanopyPredicate: (2, street)) (SimplePredicate: (nearIntegersPredicate, zip), TfidfNGramCanopyPredicate: (0.6, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (sameSevenCharStartPredicate, name)) (SimplePredicate: (hundredIntegersOddPredicate, zip), SimplePredicate: (nearIntegersPredicate, name)) (LevenshteinCanopyPredicate: (1, name), PartialPredicate: (suffixArray, city, StreetName)) (PartialPredicate: (sameFiveCharStartPredicate, name, CorporationName), TfidfTextCanopyPredicate: (0.6, name)) (PartialIndexLevenshteinCanopyPredicate: (1, name, CorporationName), TfidfNGramCanopyPredicate: (0.8, name))",7362,2.159331703,14,brian meara:11769,124476,IND,626.2089269,dedupe_extension/settings/settings_IND_ext_4,16.90790546
17,45:02.9,"(SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, zip)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, name)) (PartialIndexTfidfTextCanopyPredicate: (0.6, name, CorporationName), PartialPredicate: (sameSevenCharStartPredicate, name, CorporationName)) (PartialPredicate: (commonSixGram, name, Surname), TfidfNGramCanopyPredicate: (0.8, street))",3802,2.138611257,7,unitemized unitemized:118663,124476,IND,300.7531564,dedupe_extension/settings/settings_IND_ext_3,32.73961073
16,40:02.2,"(SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.2, street)) (PartialPredicate: (commonSixGram, city, StreetName), SimplePredicate: (oneGramFingerprint, name)) (PartialIndexTfidfNGramCanopyPredicate: (0.4, name, Surname), SimplePredicate: (commonThreeTokens, street)) (TfidfNGramCanopyPredicate: (0.8, street), TfidfTextCanopyPredicate: (0.4, name)) (PartialIndexLevenshteinCanopyPredicate: (1, name, Surname), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (commonTwoTokens, city), TfidfNGramCanopyPredicate: (0.8, name)) (PartialIndexTfidfNGramCanopyPredicate: (0.6, name, Surname), SimplePredicate: (sameSevenCharStartPredicate, street))",10351,2.206936528,14,brian meara:11769,124476,IND,489.3794148,dedupe_extension/settings/settings_IND_ext_2,12.02550478
15,31:52.8,"(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (nearIntegersPredicate, zip)) (PartialIndexLevenshteinCanopyPredicate: (2, name, Surname), TfidfNGramCanopyPredicate: (0.8, street)) (PartialIndexTfidfNGramCanopyPredicate: (0.4, name, Surname), TfidfNGramCanopyPredicate: (0.8, name)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (hundredIntegersOddPredicate, name)) (TfidfNGramCanopyPredicate: (0.8, name), TfidfTextCanopyPredicate: (0.8, street)) (LevenshteinCanopyPredicate: (3, zip), SimplePredicate: (commonThreeTokens, name)) (PartialIndexTfidfTextCanopyPredicate: (0.4, city, StreetName), TfidfNGramCanopyPredicate: (0.6, name)) (PartialIndexTfidfNGramCanopyPredicate: (0.6, name, Surname), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonTwoTokens, city), TfidfNGramCanopyPredicate: (0.8, name))",7755,2.175241779,11,brian meara:11772,124476,IND,548.8086348,dedupe_extension/settings/settings_IND_ext_1,16.05106383
14,22:44.0,"(SimplePredicate: (doubleMetaphone, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, name)) (SimplePredicate: (commonThreeTokens, name), TfidfTextCanopyPredicate: (0.4, street)) (PartialIndexTfidfNGramCanopyPredicate: (0.8, name, Surname), SimplePredicate: (commonThreeTokens, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, street))",7201,2.139563949,11,brian meara:11772,124476,IND,357.7589173,dedupe_extension/settings/settings_IND_ext_0,17.28593251
68,34:04.3,"(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sameThreeCharStartPredicate, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, zip)) (SimplePredicate: (commonSixGram, zip), SimplePredicate: (fingerprint, name))",7840,2.173341837,14,brian meara:11775,123946,IND,20.70010996,dedupe_extension/settings_IND_0,15.80943878
69,56:27.1,"(LevenshteinCanopyPredicate: (2, name), LevenshteinCanopyPredicate: (3, street)) (SimplePredicate: (commonTwoTokens, city), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (oneGramFingerprint, state)) (LevenshteinCanopyPredicate: (2, name), SimplePredicate: (doubleMetaphone, street))",8112,2.170364892,18,john lesueur:55874,123946,IND,1342.697703,dedupe_extension/settings_IND_1,15.27933925
70,58:09.8,"(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (commonTwoTokens, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.4, zip)) (ExistsPredicate: (Exists, state), SimplePredicate: (commonIntegerPredicate, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, street))",7580,2.151319261,10,andrew roffe:4038,123946,IND,102.718462,dedupe_extension/settings_IND_2,16.35171504
71,03:00.6,"(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sortedAcronym, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, state)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (hundredIntegersOddPredicate, name), TfidfTextCanopyPredicate: (0.6, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name))",6864,2.144667832,11,brian meara:11775,123946,IND,290.7680662,dedupe_extension/settings_IND_3,18.05740093
72,06:22.6,"(SimplePredicate: (doubleMetaphone, name), SimplePredicate: (oneGramFingerprint, zip)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, name))",8376,2.183858644,11,hormos mansouri:43818,123946,IND,201.9988689,dedupe_extension/settings_IND_4,14.79775549
73,07:25.8,"(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sameThreeCharStartPredicate, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, zip)) (SimplePredicate: (commonSixGram, zip), SimplePredicate: (fingerprint, name))",20016,2.256544764,15,lloyd douglas:131067,226790,IND,34.42630601,dedupe_extension/settings_IND_0,11.33043565
74,57:02.9,"(LevenshteinCanopyPredicate: (2, name), LevenshteinCanopyPredicate: (3, street)) (SimplePredicate: (commonTwoTokens, city), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (oneGramFingerprint, state)) (LevenshteinCanopyPredicate: (2, name), SimplePredicate: (doubleMetaphone, street))",20280,2.239792899,16,andrew roffe:7606,226790,IND,2977.006748,dedupe_extension/settings_IND_1,11.18293886
